Archivo,Texto
9583,texaco lt tx reserv lower output texaco oil ga reserv declin reduc product upward revis compani previou reserv estim annual report statement report auditor qualifi previou unkonwn final impact judgement won pennzoil lt pzl texaco charg texaco interf pannzoil contract acquir getti oil auditor point texaco past compani loss pend court decis case face prospect seek protect asset busi pursuant bankruptci reorgan provis chapter feder bankruptci code comment texa court appeal rule reduc pennzoil judgement billion dlr billion dlr texaco file motion rehear appeal court march texaco proven crude oil reserv compani consolid subsidiari total billion barrel end billion year earlier inclus texaco equiti eastern hemispher reserv nonsubsidiari compani limit declin billion barrel billion end worldwid product consolid subsidiari declin mln barrel year mln upward revis previou reserv estim rose mln barrel mln texaco largest drop reserv unit state total drop billion barrel billion compani liquid product averag barrel day year pct declin barrel day repres product curtail respons declin crude oil price texaco natur ga reserv total trillion cubic feet year end trillion cubic feet end
9585,int miner project boost hog lean weight intern miner chemic corp board approv mln dlr budget year build product facil newli develop product improv lean weight hog product porcin somatotropin pst natur protein improv lean weight rate weight gain reduc cost feed market hog compani specif detail pst product project includ site propos facil engin plan disclos intern miner set complet target spring time food drug administr approv expect obtain
9587,pulitz publish lt pltzc declar qtli div qtli div ct ct prior pay record april
9588,feder lt fff set regular payout qtli ct ct prior payabl june record
9590,southwestern bell lt sbc see earn dilut southwestern bell corp plan acquisit cellular telephon page system includ lt metromedia result initi earn dilut increas debt ratio letter sharehold annual report region bell compani degre earn dilut expect acquisit total billion dlr compani rise debt ratio temporari leav debt level accept rang yearend financi statement southwestern bell list ratio pct slightli pct compani earn billion dlr dlr share compar mln dlr dlr share revenu dip billion dlr billion dlr southwestern bell expect tax law neg impact cash flow due loss invest tax credit compani reduc corpor tax rate posit impact net incom cash flow addit compani project pct gain custom telephon line pct increas long distanc call volum southwestern bell capit expenditur lower billion dlr spent year expenditur held budget
9592,brazil increas steel export brazil increas steel export unit state limit tough import restraint set reagan administr spokeswoman brazilian steel institut ib brazilian trade offici held meet today brasilia discuss issu month painstak negoti govern reach accord nation australia brazil japan mexico spain south africa south korea reduc shipment unit state pct restraint establish steel export exceed tonn increas tonn tonn deadlin set agreement brazilian offici increas brazil export share product market spokeswoman report domest suppli problem unit state
9597,lear siegler hold corp plan divest aerospac subsidiari lear siegler hold corp plan divest aerospac subsidiari
9598,variti corp year shr loss ct loss ct variti corp year shr loss ct loss ct
9599,nordson lt ndsn set split nordson corp board declar stock split paid pct stock dividend april sharehold record april result number share outstand increas mln mln maker industri equip
96,invest firm cut cyclop lt cyl stake group affili york invest firm lower stake cyclop corp share pct total outstand common stock share pct file secur exchang commiss group led mutual share corp sold cyclop common share feb mln dlr
960,hk hotel soar takeov specul price hongkong shanghai hotel lt stock soar specul takeov battl major sharehold kadoori famili evergo industri enterpris lt group stock broker note heavi buy hk hotel share announc evergo lt china entertain land invest unit bought pct hk hotel firm deputi chairman david liang billion dlr stock rose dlr dlr today thoma lau evergo execut director declin comment group seek stake hk hotel told reuter group hold pct stake bought liang long term invest evergo attract underli strength hk hotel analyst evergo redevelop peninsula hotel asia hotel site hong kong island own hk hotel lt lai sun garment yesterday acquir pct stake hk hotel liang mln dlr lau deni link china entertain lai sun acquisit hk hotel stake pure coincid analyst evergo group reput corpor raider team lai sun garment takeov lau deni contact kadoori famili analyst estim pct hk hotel michael kadoori chairman hk hotel lau repres evergo nomin hk hotel board sourc close kadoori famili famili consid countermov analyst difficult evergo kadoori famili cooper manag style evergo split hotel manag properti develop hk hotel strategi fit conserv kadoori famili analyst ask name analyst note price hk hotel distort takeov talk net asset worth dlr share offer evergo lai sun dlr share current trade price trade suspend today share lai sun evergo china entertain group associ lt chines estat chines estat lost cent dlr yesterday china entertain dlr evergo cent lai sun gain cent dlr
9600,baldrig see trade deficit start declin feb march data baldrig see trade deficit start declin feb march data
9603,baldrig see trade gap drop commerc secretari malcolm baldrig trade deficit start declin possibl figur februari march trade deficit start februari march baldrig appear senat government affair committe predict trade deficit billion dlr declin billion dlr baldrig make predict februari trade figur volum import drop begin fourth quarter continu drop quarter eventu turnaround monthli trade figur reflect impact declin dollar baldrig ealier treasuri secretari jame baker told committe trade deficit level baldrig optimist ad turn corner februari
